id,subcorpus,language,text,parallel_group,source,num_words,feature,morphemes_sw,num_morphemes,morphemes_detail,n_morphemes_seg,traduction_fr
D018_wo,C_difficult,wo,Sëriñ bi wax na mu dem ci kanam.,,Création manuelle,8,structure verbale,,8.0,Sëriñ bi wax na mu dem ci kanam,8.0,Le marabout dit qu'il doit aller en avant.
D019_wo,C_difficult,wo,Xale yi dañuy jàng ci ëllëg bi nekk.,,Création manuelle,8,syntagme temporel,,9.0,Xale yi dañuy jàng ci ëllëg bi nekk,8.0,Les enfants étudient le lendemain.
D020_wo,C_difficult,wo,Jigéen yi dañuy liggéey ci biir dëkk bi.,,Création manuelle,8,structure complexe,,10.0,Jigéen yi dañuy liggéey ci biir dëkk bi,8.0,Les femmes travaillent dans le village.
D001_yo,C_difficult,yo,Àgbàdo ọ̀dọ̀ ni a gbádùn jùlọ.,,Création manuelle,6,"diacritiques: à, ọ̀, ò",,9.0,Àgbàdo ọ̀|dọ̀ ni a gbádùn jùlọ,7.0,Le maïs frais est le plus apprécié.
D002_yo,C_difficult,yo,Ọmọ náà ń kọ́ ẹ̀kọ́ ní ilé-ẹ̀kọ́.,,Création manuelle,7,"diacritiques: ọ, ẹ̀",,10.0,Ọmọ náà ń kọ́ ẹ̀|kọ́ ní ilé-ẹ̀|kọ́,9.0,L'enfant apprend à l'école.
D003_yo,C_difficult,yo,Ẹja ọ̀sán ni wọ́n jẹ níbẹ̀.,,Création manuelle,6,"diacritiques: ẹ, ọ̀, è",,8.0,Ẹja ọ̀sán ni wọ́n jẹ níbẹ̀,6.0,Le poisson du matin est mangé là-bas.
D004_yo,C_difficult,yo,Ṣíṣe iṣẹ́ dáadáa jẹ àǹfààní.,,Création manuelle,5,ṣ avec diacritiques,,10.0,Ṣí|ṣe i|ṣẹ́ dáa|dáa jẹ à|ǹfààní,9.0,Faire un bon travail est un avantage.
D005_yo,C_difficult,yo,Ọjà Ọjọ̀ Àárọ̀ jẹ iṣẹ́ àkọ́kọ́.,,Création manuelle,6,diacritiques multiples,,9.0,Ọjà Ọjọ̀ À|árọ̀ jẹ i|ṣẹ́ à|kọ́|kọ́,10.0,Le marché du mercredi matin est le travail principal.
D006_yo,C_difficult,yo,Ilé-ẹ̀kọ́ gíga ní ọ̀pọ̀ ọmọ ìkẹ́kọ̀ọ́.,,Création manuelle,6,composé: ilé-ẹ̀kọ́,,10.0,Ilé-ẹ̀|kọ́ gíga ní ọ̀pọ̀ ọmọ ì|kẹ́|kọ̀ọ́,9.0,L'école secondaire a beaucoup d'élèves.
D007_yo,C_difficult,yo,Ìjọba àpapọ̀ ń ṣiṣẹ̀ fún gbogbo ènìyàn.,,Création manuelle,7,composé: ìjọba-àpapọ̀,,12.0,Ì|jọba à|papọ̀ ń ṣi|ṣẹ̀ fún gbogbo ènìyàn,10.0,Le gouvernement fédéral travaille pour tous.
D008_yo,C_difficult,yo,Ọkọ̀ ojú omi tuntun ti dé ìbodè.,,Création manuelle,7,composé: ọkọ̀-ojú-omi,,9.0,Ọkọ̀ ojú omi tuntun ti dé ì|bodè,8.0,Le nouveau bateau est arrivé au port.
D009_yo,C_difficult,yo,Ilé iwòsàn tí ó tóbi jùlọ ní ìpínlẹ̀.,,Création manuelle,8,composé: ilé-iwòsàn,,13.0,Ilé ì|wòsàn tí ó tóbi jùlọ ní ì|pín|lẹ̀,11.0,Le plus grand hôpital est dans l'état.
D010_yo,C_difficult,yo,Ẹ̀rọ ìmọ̀ ẹ̀rọ ń yí padà lójoojúmọ́.,,Création manuelle,7,composé + diacritiques,,11.0,Ẹ̀rọ ì|mọ̀ ẹ̀rọ ń yí padà ló|joo|jú|mọ́,11.0,La machine de connaissance change chaque jour.
D011_yo,C_difficult,yo,Ọmọ ọlọ́pàá náà gbà ẹbùn ọlá.,,Création manuelle,6,ọ + diacritiques,,10.0,Ọmọ ọ|lọ́pàá náà gbà ẹbùn ọlá,7.0,L'enfant du policier a reçu un cadeau d'honneur.
D012_yo,C_difficult,yo,Ṣíṣe ẹ̀kọ́ ìmọ̀ ṣe pàtàkì púpọ̀.,,Création manuelle,6,"ṣ, ẹ̀, ì multiples",,11.0,Ṣí|ṣe ẹ̀|kọ́ ì|mọ̀ ṣe pàtàkì púpọ̀,9.0,Faire l'éducation de la connaissance est très important.
D013_yo,C_difficult,yo,Àwọn ọmọdé jẹ àgbàdo àti ẹ̀fọ́ rírò.,,Création manuelle,7,diacritiques variés,,11.0,Àwọn ọmọdé jẹ àgbàdo àti ẹ̀|fọ́ rí|rò,9.0,Les enfants mangent du maïs et des légumes.
D014_yo,C_difficult,yo,Ó ń gbọ̀ orin pẹ̀lú àwọn ọ̀rẹ́ rẹ̀.,,Création manuelle,8,"ọ̀, è, ẹ",,8.0,Ó ń gbọ̀ orin pẹ̀lú àwọn ọ̀|rẹ́ rẹ̀,9.0,Il écoute de la musique avec ses amis.
D015_yo,C_difficult,yo,Kòsóǹkálùkú jẹ orúkọ tó ṣọ̀tún.,,Création manuelle,5,mot agglutinant complexe,,12.0,Kò|só|ǹ|ká|lùkú jẹ orúkọ tó ṣọ̀tún,9.0,Kosọ́nkálùkú est un nom qui convient.
D016_yo,C_difficult,yo,"Dò, dó, dô mẹ́ta ni fún dá ìtumọ̀ yatọ̀.",,Création manuelle,9,tons multiples,,13.0,Dò dó dô mẹ́ta ni fún dá ì|tumọ̀ ya|tọ̀,11.0,"Dò, dó, dô sont trois mots pour créer des significations différentes."
D017_yo,C_difficult,yo,Ewé igi ọ̀pẹ ti gbẹ ní oorun.,,Création manuelle,7,tons différentiels,,8.0,Ewé igi ọ̀pẹ ti gbẹ ní oorun,7.0,Les feuilles du palmier ont séché au soleil.
D018_yo,C_difficult,yo,Àwọn ẹni tó ń gbádùn orin ọ̀jọ̀.,,Création manuelle,7,tons grammaticaux,,8.0,Àwọn ẹni tó ń gbádùn orin ọ̀|jọ̀,8.0,Ceux qui apprécient la musique du soir.
D019_yo,C_difficult,yo,Ìjìnlẹ̀ ọ̀rọ̀ náà kò yé mi.,,Création manuelle,6,structure tonale complexe,,8.0,Ì|jìn|lẹ̀ ọ̀|rọ̀ náà kò yé mi,9.0,La profondeur de la parole ne m'est pas claire.
D020_yo,C_difficult,yo,Ẹni tó bá ṣiṣẹ̀ dáadáa yóò rí ere.,,Création manuelle,8,structure conditionnelle + tons,,11.0,Ẹni tó bá ṣi|ṣẹ̀ dáa|dáa yóò rí ere,10.0,Celui qui fait un bon travail trouvera une récompense.
D001_sw,C_difficult,sw,Hatutakapokuwa tumefika nyumbani bado.,,Création manuelle,4,agglutination: hatutakapokuwa (ha-tu-taka-po-ku-wa),,13.0,Ha|tu|taka|po|ku|wa tu|me|fika nyumbani bado,11.0,"Quand nous ne voudrons pas être là, nous serons déjà arrivés à la maison."
D002_sw,C_difficult,sw,"Watakapokuwa wamekwisha kula, tutaondoka.",,Création manuelle,4,agglutination: watakapokuwa,,14.0,Wa|ta|ka|po|kuwa wa|me|kwisha kula tu|ta|ondoka,12.0,"Quand ils auront fini de manger, nous partirons."
D003_sw,C_difficult,sw,Anayemsaidia mwenzake atafanikiwa.,,Création manuelle,3,agglutination: anayemsaidia (a-na-ye-m-saidia),,13.0,A|na|ye|m|saidia mwenzake a|ta|fanikiwa,9.0,Celui qui aide son camarade réussira.
D004_sw,C_difficult,sw,Nitakayewaletea chakula wote watafurahi.,,Création manuelle,4,agglutination longue,,12.0,Ni|ta|ka|ya|wa|letea chakula wote wa|ta|furahi,11.0,Je leur apporterai de la nourriture et tous seront heureux.
D005_sw,C_difficult,sw,Hawajakwisha kufanya kazi zote bado.,,Création manuelle,5,agglutination: hawajakwisha,,10.0,Ha|wa|ja|kwisha ku|fanya kazi zote bado,9.0,Ils n'ont pas encore fini de faire tous les travaux.
D006_sw,C_difficult,sw,Vitabu vikubwa vilivyoandikwa vikiwa vizuri.,,Création manuelle,5,"classe vi-: vitabu, vilivyoandikwa",,14.0,Vi|tabu vi|kubwa vi|li|vyo|andikwa vi|ki|wa vizuri,12.0,Les grands livres bien écrits sont bons.
D007_sw,C_difficult,sw,Miti mikubwa iliyopandwa misituni imekuwa.,,Création manuelle,5,"classe mi-: miti, iliyopandwa",,15.0,Mi|ti mi|kubwa i|li|yo|pandwa misi|tuni i|me|kuwa,13.0,Les grands arbres plantés dans la forêt ont poussé.
D008_sw,C_difficult,sw,Watoto wachanga wanaolishwa maziwa wanakua.,,Création manuelle,5,"classe wa-: watoto, wanaolishwa",,14.0,Wa|toto wa|changa wa|na|o|lishwa maziwa wa|na|kua,12.0,Les jeunes enfants allaités au lait grandissent.
D009_sw,C_difficult,sw,Nyumba nzuri zilizojengwa mpya zinafaa.,,Création manuelle,5,classe zi-: zilizojengwa,,13.0,Nyumba nzuri zi|li|zo|jengwa mpya zi|na|faa,10.0,Les belles maisons nouvellement construites conviennent.
D010_sw,C_difficult,sw,Chakula kibaya kilichopikwa vizuri kinapokelewa.,,Création manuelle,5,classe ki-: kilichopikwa,,15.0,Chakula ki|baya ki|li|cho|pikwa vizuri ki|na|po|kelewa,12.0,La mauvaise nourriture bien cuisinée est acceptable.
D011_sw,C_difficult,sw,Nilikuwa nikijaribu kukusaidia kufanya kazi.,,Création manuelle,5,temps progressif passé,,14.0,Ni|li|kuwa ni|ki|jaribu ku|ku|saidia ku|fanya kazi,12.0,J'étais en train d'essayer de t'aider à faire le travail.
D012_sw,C_difficult,sw,Wangekuwa wamekwisha lipa pesa zote.,,Création manuelle,5,conditionnel parfait,,10.0,Wa|nge|kuwa wa|me|kwisha lipa pesa zote,9.0,Ils auraient déjà payé tout l'argent.
D013_sw,C_difficult,sw,Walikuwa wamejificha chini ya mti mkubwa.,,Création manuelle,6,passé parfait,,15.0,Wa|li|kuwa wa|me|ji|ficha chini ya mti m|kubwa,12.0,Ils s'étaient cachés sous un grand arbre.
D014_sw,C_difficult,sw,Atakuwa amekwisha soma kitabu chote.,,Création manuelle,5,futur antérieur,,11.0,A|ta|kuwa a|me|kwisha soma ki|tabu chote,10.0,Il aura déjà lu tout le livre.
D015_sw,C_difficult,sw,Tulikuwa tukifanya kazi pamoja kabla ya mvua.,,Création manuelle,7,progressif passé,,13.0,Tu|li|kuwa tu|ki|fanya kazi pamoja kabla ya mvua,11.0,Nous étions en train de travailler ensemble avant la pluie.
D016_sw,C_difficult,sw,Wanafunzi wanajiandaa kwa mitihani yao.,,Création manuelle,5,réfléchi: wana-ji-andaa,,11.0,Wana|funzi wa|na|ji|andaa kwa mi|tahani yao,10.0,Les étudiants se préparent pour leurs examens.
D017_sw,C_difficult,sw,Daktari anamtibu mgonjwa vizuri hospitalini.,,Création manuelle,5,causatif: a-na-m-tibu,,11.0,Daktari a|na|m|tibu mgonjwa vizuri hospitali|ni,9.0,Le médecin soigne bien le malade à l'hôpital.
D018_sw,C_difficult,sw,Watu wanashirikiana katika kazi za jamii.,,Création manuelle,6,associatif: wana-shirikiana,,10.0,Watu wa|na|shiri|kiana katika kazi za jamii,9.0,Les gens coopèrent dans les travaux communautaires.
D019_sw,C_difficult,sw,Serikali iliwasaidia wananchi walioathirika.,,Création manuelle,4,applicatif: i-li-wa-saidia,,12.0,Serikali i|li|wa|saidia wananchi wa|li|o|athirika,10.0,Le gouvernement a aidé les citoyens affectés.
D020_sw,C_difficult,sw,Mmoja wao alijibu maswali yote haraka.,,Création manuelle,6,réfléchi: ali-ji-bu,,10.0,Mmoja wao a|li|jibu maswali yote haraka,8.0,L'un d'eux a répondu à toutes les questions rapidement.
D001_fon,C_difficult,fon,"Dó, dò, dô: gbè atɔ̌n lɛ ɖó taji ɖò Fon.",,Création manuelle,10,tons: dó/dò/dô distinctifs,,11.0,Dó dò dô gbè a|tɔ̌n lɛ ɖó ta|ji ɖò Fon,12.0,"Dó, dò, dô : les trois tons sont importants en fon."
D002_fon,C_difficult,fon,"Bó e nyí bo mɔ̌ ɔ, nǔ ɔ cí ɖagbe.",,Création manuelle,10,"monosyllabes: bó, bo, mɔ̌",,10.0,Bó e nyí bo mɔ̌ ɔ nǔ ɔ cí ɖagbe,10.0,"Si c'est ainsi, la chose va bien."
D003_fon,C_difficult,fon,Wɛ̀ kpo wɛ̀ kpo nyí nǔ ɖokpo wɛ à?,,Création manuelle,9,répétition tonale,,10.0,Wɛ̀ kpo wɛ̀ kpo nyí nǔ ɖo|kpo wɛ à,10.0,"Et aussi et aussi, c'est la même chose ?"
D004_fon,C_difficult,fon,Có e mɛ nɔ hɔn ɔ nɔ xlɛ́ mɛ ɖagbe.,,Création manuelle,10,ton grammatical: có,,10.0,Có e mɛ nɔ hɔn ɔ nɔ xlɛ́ mɛ ɖagbe,10.0,Là où les gens passent montre bien les personnes.
D005_fon,C_difficult,fon,Jló nɔ yì dó bǎ e mɔ wɛ nɔ kpé.,,Création manuelle,10,tons fonctionnels,,10.0,Jló nɔ yì dó bǎ e mɔ wɛ nɔ kpé,10.0,Le désir d'aller là où on peut est fort.
D006_fon,C_difficult,fon,È ɖó na yì bɔ è na wá dó.,,Création manuelle,9,séquence courte e-ɖó-na-yì,,9.0,È ɖó na yì bɔ è na wá dó,9.0,Il doit aller et il doit venir.
D007_fon,C_difficult,fon,Ɛ ko sɔ́ alɔ dó bɔ nǔ ɔ cí ɖagbe.,,Création manuelle,10,séquence: ɛ-ko-sɔ́,,10.0,Ɛ ko sɔ́ alɔ dó bɔ nǔ ɔ cí ɖagbe,10.0,Il a pris la main pour que la chose aille bien.
D008_fon,C_difficult,fon,Mɛ ɔ ɖò na wà nǔ có wɛ.,,Création manuelle,8,aspectuel: ɖò-na,,8.0,Mɛ ɔ ɖò na wà nǔ có wɛ,8.0,La personne est en train de faire la chose.
D009_fon,C_difficult,fon,È nɔ yì có è nɔ wá dó.,,Création manuelle,8,opposition tonale è,,8.0,È nɔ yì có è nɔ wá dó,8.0,Il va habituellement et il vient habituellement.
D010_fon,C_difficult,fon,Nú e nyí ɖagbe ɔ wɛ é bló.,,Création manuelle,8,focus: wɛ,,8.0,Nú e nyí ɖagbe ɔ wɛ é bló,8.0,C'est la chose bonne qu'il a faite.
D011_fon,C_difficult,fon,Àxɔ́sú ɔ sɔ́ axɔ́su ɔ tɔn sín afɔ.,,Création manuelle,8,ton bas/haut: àxɔ́sú vs axɔ́su,,10.0,À|xɔ́|sú ɔ sɔ́ a|xɔ́|su ɔ tɔn sín afɔ,12.0,Le roi a pris le bien du roi.
D012_fon,C_difficult,fon,Hɛn e mɔ sín fí ɔ kaka ɖó nǔ.,,Création manuelle,9,registres tonaux,,9.0,Hɛn e mɔ sín fí ɔ kaka ɖó nǔ,9.0,La source trouvée ici ne cesse de donner.
D013_fon,C_difficult,fon,Gbè ɔ nɔ ɖɔ nǔ e ɖò na jɛ.,,Création manuelle,9,ton grammatical: ɔ,,9.0,Gbè ɔ nɔ ɖɔ nǔ e ɖò na jɛ,9.0,La langue dit les choses qui vont venir.
D014_fon,C_difficult,fon,Azǎn gbɛ̀ gbɛ̀ wɛ mɛ nɔ wà azɔ.,,Création manuelle,8,redoublement: gbɛ̀ gbɛ̀,,9.0,A|zǎn gbɛ̀ gbɛ̀ wɛ mɛ nɔ wà a|zɔ,10.0,Chaque jour les gens travaillent.
D015_fon,C_difficult,fon,Kɔ ɔ nyí fí e mɛ nɔ xò xò ɔ.,,Création manuelle,10,monosyllabes denses,,10.0,Kɔ ɔ nyí fí e mɛ nɔ xò xò ɔ,10.0,Le seau est l'endroit où on joue habituellement.
D016_fon,C_difficult,fon,É ɖò na yì Cotonou bo ɖò na wɛn azɔ.,,Création manuelle,10,structure isolante,,10.0,É ɖò na yì Cotonou bo ɖò na wɛn a|zɔ,11.0,Il est en train d'aller à Cotonou et de faire un travail.
D017_fon,C_difficult,fon,Nǔ e nyí ɖagbe ɔ wɛ mǐ ɖó na bló.,,Création manuelle,10,focalisation: wɛ,,10.0,Nǔ e nyí ɖagbe ɔ wɛ mǐ ɖó na bló,10.0,C'est la chose bonne que nous devons faire.
D018_fon,C_difficult,fon,"Mɛ e ko wà nǔ ɔ ɔ, é ɖó mɔ nǔ.",,Création manuelle,11,relatif complexe,,11.0,Mɛ e ko wà nǔ ɔ ɔ é ɖó mɔ nǔ,11.0,La personne qui a fait la chose doit obtenir sa récompense.
D019_fon,C_difficult,fon,È nɔ ɖɔ ɖɔ nǔ ɔ nyí ɖagbe.,,Création manuelle,8,complétive: ɖɔ ɖɔ,,8.0,È nɔ ɖɔ ɖɔ nǔ ɔ nyí ɖagbe,8.0,Il dit que la chose est bonne.
D020_fon,C_difficult,fon,Bɔ e na yì bɔ e na wà nǔ ɔ.,,Création manuelle,10,consécutif: bɔ,,10.0,Bɔ e na yì bɔ e na wà nǔ ɔ,10.0,Pour qu'il aille et fasse la chose.
D001_fr,C_difficult,fr,L'anticonstitutionnellement est le mot le plus long.,,Création manuelle,7,dérivation: anti-constitution-nel-le-ment,,16.0,L' anti|constitu|tion|nel|le|ment est le mot le plus long,13.0,
D002_fr,C_difficult,fr,Les prestidigitateurs éblouissent les spectateurs.,,Création manuelle,5,mots longs avec suffixes,,13.0,Les presti|digi|tat|eur|s éblouis|sent les spect|at|eur|s,13.0,
D003_fr,C_difficult,fr,Le gouvernement incompréhensible déconcerte les citoyens.,,Création manuelle,6,préfixes in- + suffixes,,15.0,Le gouverne|ment in|compréhen|si|ble déconcert|e les citoyen|s,12.0,
D004_fr,C_difficult,fr,Les interconnexions internationales facilitent les échanges.,,Création manuelle,6,"préfixes: inter-, in-",,14.0,Les inter|connexion|s inter|national|e|s facilit|ent les échange|s,13.0,
D005_fr,C_difficult,fr,La désintégration nucléaire libère une énergie considérable.,,Création manuelle,7,dérivation complexe,,14.0,La dés|intégr|ation nucléair|e libèr|e une énergi|e considér|abl|e,14.0,
D006_fr,C_difficult,fr,Les biotechnologies révolutionnent la médecine contemporaine.,,Création manuelle,6,composé: bio-technologies,,13.0,Les bio|technologi|e|s révolut|ionn|ent la médecin|e contemporain|e,13.0,
D007_fr,C_difficult,fr,L'incontournabilité du sujet s'impose d'elle-même.,,Création manuelle,5,nominalisation longue,,13.0,L' in|contour|na|bil|ité du sujet s'|impos|e d'|elle-même,13.0,
D008_fr,C_difficult,fr,Les entrepreneuriat et l'intrapreneuriat se développent.,,Création manuelle,6,néologismes dérivés,,14.0,Les entre|prene|ur|iat et l' intra|prene|ur|iat se développ|ent,14.0,
D009_fr,C_difficult,fr,Les communications intercontinentales sont instantanées.,,Création manuelle,5,préfixe inter- + long mot,,13.0,Les commun|ic|ation|s inter|continent|al|e|s son|t instant|an|é|e|s,17.0,
D010_fr,C_difficult,fr,Le développement socio-économique durable est nécessaire.,,Création manuelle,6,composé: socio-économique,,14.0,Le développ|e|ment socio-|économi|que durable est nécessair|e,11.0,
D011_fr,C_difficult,fr,Les réglementations environnementales évoluent rapidement.,,Création manuelle,5,mots longs,,12.0,Les réglement|ation|s environ|ne|ment|al|e|s évolut|ent rapid|e|ment,15.0,
D012_fr,C_difficult,fr,L'internationalisation des marchés crée des opportunités.,,Création manuelle,6,préfixe + nominalisation,,13.0,L' inter|national|is|ation des march|é|s crée des opport|un|ité|s,15.0,
D013_fr,C_difficult,fr,Les algorithmes d'apprentissage automatique progressent.,,Création manuelle,5,terminologie technique,,12.0,Les algorith|me|s d' apprent|iss|age auto|mat|iqu|e progress|ent,14.0,
D014_fr,C_difficult,fr,La désynchronisation temporelle affecte la productivité.,,Création manuelle,6,préfixe dé- + long mot,,13.0,La dé|synchroni|s|ation temporelle affect|e la product|iv|ité,12.0,
D015_fr,C_difficult,fr,Les infrastructures numériques interconnectent les régions.,,Création manuelle,6,préfixe inter-,,13.0,Les infra|struct|ur|e|s numériqu|e|s inter|connect|ent les région|s,15.0,
D016_fr,C_difficult,fr,L'électromagnétisme explique de nombreux phénomènes.,,Création manuelle,5,composé scientifique,,12.0,L' électro|magnét|ism|e expliqu|e de nombreux phénomèn|e|s,12.0,
D017_fr,C_difficult,fr,Les pharmaceutiques multinationales dominent le marché.,,Création manuelle,6,composé: multi-nationales,,12.0,Les pharmac|eut|iqu|e|s multi|national|e|s domin|ent le march|é,15.0,
D018_fr,C_difficult,fr,La psychoneuroimmunologie est une discipline émergente.,,Création manuelle,6,composé très long,,14.0,La psycho|neuro|immuno|logi|e est une disciplin|e émergeant|e,12.0,
D019_fr,C_difficult,fr,Les contre-performances économiques inquiètent les experts.,,Création manuelle,6,préfixe contre-,,14.0,Les contre-|perform|anc|e|s économi|que|s inquiét|ent les expert|s,14.0,
D020_fr,C_difficult,fr,L'autodétermination des peuples est un droit fondamental.,,Création manuelle,7,préfixe auto-,,14.0,L' auto-|détermin|ation des peupl|e|s est un droit fondament|al,13.0,
